series_id,league,year,date_day,blue_team,red_team,oe_winner,oe_loser,oe_score,oe_w_wins,oe_l_wins,num_games,pair_key,page_num,source_url,date_header,match_date,team1_raw,team2_raw,team1,team2,series_score,score1,score2,odd1_decimal,odd2_decimal,implied_prob1_vigfree,implied_prob2_vigfree,norm_team1,norm_team2,blue_is_team1,format,q_team1,q_team2,q_blue_win,score_match
LCK_20240630_DN SOOPers|Dplus Kia,LCK,2024,2024-06-30,Dplus Kia,DN SOOPers,DN SOOPers,Dplus Kia,2-1,2,1,3,DN SOOPers|Dplus Kia,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,30 Jun 2024 - Summer Season,2024-06-30,DN SOOPers,Dplus Kia,DN SOOPers,Dplus Kia,1-2,1.0,2.0,2.8,1.5,0.348837,0.651163,DN SOOPers,Dplus Kia,False,BO3,0.39780144344119706,0.6021985565588029,0.6021985565588029,True
LCS_20240803_Dignitas|NRG Esports,LCS,2024,2024-08-03,NRG,Dignitas,Dignitas,NRG,2-0,2,0,2,Dignitas|NRG Esports,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,03 Aug 2024 - Summer Season,2024-08-03,NRG Esports,Dignitas,NRG Esports,Dignitas,0-2,0.0,2.0,1.7,2.15,0.558442,0.441558,NRG Esports,Dignitas,True,BO3,0.539040673046286,0.460959326953714,0.539040673046286,True
LCS_20240803_100 Thieves|Immortals,LCS,2024,2024-08-03,100 Thieves,Immortals,100 Thieves,Immortals,2-0,2,0,2,100 Thieves|Immortals,,,,,,,,,,,,,,,,,,,,,,,
LCS_20240804_Cloud9|Team Liquid,LCS,2024,2024-08-04,Team Liquid,Cloud9,Cloud9,Team Liquid,2-1,2,1,3,Cloud9|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,04 Aug 2024 - Summer Season,2024-08-04,Team Liquid,Cloud9,Team Liquid,Cloud9,2-1,2.0,1.0,1.56,2.42,0.60804,0.39196,Team Liquid,Cloud9,True,BO3,0.5725355179644379,0.4274644820355621,0.5725355179644379,True
LCS_20240804_FlyQuest|Shopify Rebellion,LCS,2024,2024-08-04,FlyQuest,Shopify Rebellion,FlyQuest,Shopify Rebellion,2-0,2,0,2,FlyQuest|Shopify Rebellion,,,,,,,,,,,,,,,,,,,,,,,
LCS_20240805_FlyQuest|Shopify Rebellion,LCS,2024,2024-08-05,FlyQuest,Shopify Rebellion,FlyQuest,Shopify Rebellion,1-0,1,0,1,FlyQuest|Shopify Rebellion,,,,,,,,,,,,,,,,,,,,,,,
LCK_20240807_Gen.G|KRX,LCK,2024,2024-08-07,DRX,Gen.G,Gen.G,DRX,2-0,2,0,2,Gen.G|KRX,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,07 Aug 2024 - Summer Season,2024-08-07,KRX,Gen.G,KRX,Gen.G,0-2,0.0,2.0,19.0,1.01,0.050475,0.949525,KRX,Gen.G,True,BO3,0.13602540422813153,0.8639745957718685,0.13602540422813153,True
LCK_20240807_DN SOOPers|KT Rolster,LCK,2024,2024-08-07,DN SOOPers,KT Rolster,DN SOOPers,KT Rolster,1-1,1,1,2,DN SOOPers|KT Rolster,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,07 Aug 2024 - Summer Season,2024-08-07,DN SOOPers,KT Rolster,DN SOOPers,KT Rolster,2-0,2.0,0.0,2.88,1.45,0.334873,0.665127,DN SOOPers,KT Rolster,True,BO3,0.38804431886346186,0.6119556811365381,0.38804431886346186,True
LCK_20240808_HANJIN BRION|Hanwha Life Esports,LCK,2024,2024-08-08,Hanwha Life Esports,HANJIN BRION,Hanwha Life Esports,HANJIN BRION,2-0,2,0,2,HANJIN BRION|Hanwha Life Esports,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,08 Aug 2024 - Summer Season,2024-08-08,Hanwha Life,OKSavingsBank Brion,Hanwha Life Esports,HANJIN BRION,2-0,2.0,0.0,1.05,11.0,0.912863,0.087137,Hanwha Life Esports,HANJIN BRION,True,BO3,0.818199203508443,0.181800796491557,0.818199203508443,True
LCK_20240808_BNK FEARX|Dplus Kia,LCK,2024,2024-08-08,Dplus Kia,BNK FEARX,BNK FEARX,Dplus Kia,2-1,2,1,3,BNK FEARX|Dplus Kia,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,08 Aug 2024 - Summer Season,2024-08-08,Dplus Kia,FearX,Dplus Kia,BNK FEARX,2-1,2.0,1.0,1.31,3.8,0.74364,0.25636,Dplus Kia,BNK FEARX,True,BO3,0.6688446844301394,0.33115531556986055,0.6688446844301394,True
LCK_20240809_Gen.G|KT Rolster,LCK,2024,2024-08-09,Gen.G,KT Rolster,Gen.G,KT Rolster,2-1,2,1,3,Gen.G|KT Rolster,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,09 Aug 2024 - Summer Season,2024-08-09,Gen.G,KT Rolster,Gen.G,KT Rolster,1-2,1.0,2.0,1.05,8.5,0.890052,0.109948,Gen.G,KT Rolster,True,BO3,0.793874051317928,0.206125948682072,0.793874051317928,True
LCK_20240809_Nongshim RedForce|T1,LCK,2024,2024-08-09,T1,Nongshim RedForce,Nongshim RedForce,T1,2-0,2,0,2,Nongshim RedForce|T1,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,09 Aug 2024 - Summer Season,2024-08-09,Nongshim RedForce,T1,Nongshim RedForce,T1,2-0,2.0,0.0,7.95,1.09,0.120575,0.879425,Nongshim RedForce,T1,False,BO3,0.21674939755871034,0.7832506024412896,0.7832506024412896,True
LCK_20240810_BNK FEARX|DN SOOPers,LCK,2024,2024-08-10,BNK FEARX,DN SOOPers,DN SOOPers,BNK FEARX,2-1,2,1,3,BNK FEARX|DN SOOPers,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,10 Aug 2024 - Summer Season,2024-08-10,FearX,DN SOOPers,BNK FEARX,DN SOOPers,2-1,2.0,1.0,1.73,2.07,0.544737,0.455263,BNK FEARX,DN SOOPers,True,BO3,0.5298601656056385,0.47013983439436147,0.5298601656056385,True
LCK_20240810_Hanwha Life Esports|KRX,LCK,2024,2024-08-10,Hanwha Life Esports,DRX,Hanwha Life Esports,DRX,1-1,1,1,2,Hanwha Life Esports|KRX,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,10 Aug 2024 - Summer Season,2024-08-10,Hanwha Life,KRX,Hanwha Life Esports,KRX,2-0,2.0,0.0,1.02,12.0,0.921659,0.078341,Hanwha Life Esports,KRX,True,BO3,0.8282741404784987,0.17172585952150132,0.8282741404784987,True
LCS_20240810_NRG Esports|Team Liquid,LCS,2024,2024-08-10,NRG,Team Liquid,Team Liquid,NRG,2-0,2,0,2,NRG Esports|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,10 Aug 2024 - Summer Season,2024-08-10,NRG Esports,Team Liquid,NRG Esports,Team Liquid,0-2,0.0,2.0,7.33,1.1,0.130486,0.869514,NRG Esports,Team Liquid,True,BO3,0.2263279283952641,0.7736720716047358,0.2263279283952641,True
LCS_20240810_100 Thieves|Shopify Rebellion,LCS,2024,2024-08-10,Shopify Rebellion,100 Thieves,Shopify Rebellion,100 Thieves,2-1,2,1,3,100 Thieves|Shopify Rebellion,,,,,,,,,,,,,,,,,,,,,,,
LCK_20240811_Dplus Kia|Nongshim RedForce,LCK,2024,2024-08-11,Nongshim RedForce,Dplus Kia,Nongshim RedForce,Dplus Kia,3-0,3,0,3,Dplus Kia|Nongshim RedForce,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,11 Aug 2024 - Summer Season,2024-08-11,Nongshim RedForce,Dplus Kia,Nongshim RedForce,Dplus Kia,1-2,1.0,2.0,7.95,1.09,0.120575,0.879425,Nongshim RedForce,Dplus Kia,True,BO3,0.21674939755871034,0.7832506024412896,0.21674939755871034,True
LCK_20240811_HANJIN BRION|T1,LCK,2024,2024-08-11,HANJIN BRION,T1,T1,HANJIN BRION,2-0,2,0,2,HANJIN BRION|T1,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,11 Aug 2024 - Summer Season,2024-08-11,OKSavingsBank Brion,T1,HANJIN BRION,T1,0-2,0.0,2.0,6.5,1.1,0.144737,0.855263,HANJIN BRION,T1,True,BO3,0.23962059149076811,0.7603794085092319,0.23962059149076811,True
LCS_20240811_Cloud9|FlyQuest,LCS,2024,2024-08-11,FlyQuest,Cloud9,Cloud9,FlyQuest,2-0,2,0,2,Cloud9|FlyQuest,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,11 Aug 2024 - Summer Season,2024-08-11,FlyQuest eSports,Cloud9,FlyQuest eSports,Cloud9,0-2,0.0,2.0,2.05,1.77,0.463351,0.536649,FlyQuest,Cloud9,True,BO3,0.4755478398058995,0.5244521601941006,0.4755478398058995,True
LCS_20240811_Dignitas|Immortals,LCS,2024,2024-08-11,Dignitas,Immortals,Immortals,Dignitas,2-1,2,1,3,Dignitas|Immortals,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,11 Aug 2024 - Summer Season,2024-08-11,Dignitas,Immortals,Dignitas,Immortals,2-1,2.0,1.0,1.33,3.44,0.721174,0.278826,Dignitas,Immortals,True,BO3,0.6521451731382837,0.3478548268617163,0.6521451731382837,True
LCK_20240814_KRX|KT Rolster,LCK,2024,2024-08-14,KT Rolster,DRX,KT Rolster,DRX,2-0,2,0,2,KRX|KT Rolster,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,14 Aug 2024 - Summer Season,2024-08-14,KT Rolster,KRX,KT Rolster,KRX,2-0,2.0,0.0,1.14,6.15,0.843621,0.156379,KT Rolster,KRX,True,BO3,0.749885350856555,0.25011464914344494,0.749885350856555,True
LCK_20240814_DN SOOPers|T1,LCK,2024,2024-08-14,DN SOOPers,T1,DN SOOPers,T1,2-1,2,1,3,DN SOOPers|T1,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,14 Aug 2024 - Summer Season,2024-08-14,DN SOOPers,T1,DN SOOPers,T1,1-2,1.0,2.0,3.87,1.26,0.245614,0.754386,DN SOOPers,T1,True,BO3,0.32301793688412606,0.6769820631158739,0.32301793688412606,True
LCK_20240815_BNK FEARX|Hanwha Life Esports,LCK,2024,2024-08-15,Hanwha Life Esports,BNK FEARX,Hanwha Life Esports,BNK FEARX,1-1,1,1,2,BNK FEARX|Hanwha Life Esports,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,15 Aug 2024 - Summer Season,2024-08-15,Hanwha Life,FearX,Hanwha Life Esports,BNK FEARX,2-0,2.0,0.0,1.14,6.15,0.843621,0.156379,Hanwha Life Esports,BNK FEARX,True,BO3,0.749885350856555,0.25011464914344494,0.749885350856555,True
LCK_20240815_Dplus Kia|HANJIN BRION,LCK,2024,2024-08-15,HANJIN BRION,Dplus Kia,Dplus Kia,HANJIN BRION,2-0,2,0,2,Dplus Kia|HANJIN BRION,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,15 Aug 2024 - Summer Season,2024-08-15,OKSavingsBank Brion,Dplus Kia,HANJIN BRION,Dplus Kia,0-2,0.0,2.0,9.0,1.06,0.105368,0.894632,HANJIN BRION,Dplus Kia,True,BO3,0.20142121873799088,0.7985787812620091,0.20142121873799088,True
LCK_20240816_DN SOOPers|KRX,LCK,2024,2024-08-16,DRX,DN SOOPers,DRX,DN SOOPers,3-0,3,0,3,DN SOOPers|KRX,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,16 Aug 2024 - Summer Season,2024-08-16,KRX,DN SOOPers,KRX,DN SOOPers,2-1,2.0,1.0,4.2,1.24,0.227941,0.772059,KRX,DN SOOPers,True,BO3,0.30939425062539694,0.6906057493746031,0.30939425062539694,True
LCK_20240816_Gen.G|Nongshim RedForce,LCK,2024,2024-08-16,Gen.G,Nongshim RedForce,Gen.G,Nongshim RedForce,1-1,1,1,2,Gen.G|Nongshim RedForce,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,16 Aug 2024 - Summer Season,2024-08-16,Gen.G,Nongshim RedForce,Gen.G,Nongshim RedForce,2-0,2.0,0.0,1.02,17.0,0.943396,0.056604,Gen.G,Nongshim RedForce,True,BO3,0.8555031787956264,0.14449682120437357,0.8555031787956264,True
LCK_20240817_Dplus Kia|KT Rolster,LCK,2024,2024-08-17,Dplus Kia,KT Rolster,Dplus Kia,KT Rolster,1-1,1,1,2,Dplus Kia|KT Rolster,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,17 Aug 2024 - Summer Season,2024-08-17,Dplus Kia,KT Rolster,Dplus Kia,KT Rolster,2-0,2.0,0.0,1.48,2.86,0.658986,0.341014,Dplus Kia,KT Rolster,True,BO3,0.6076542006546222,0.39234579934537783,0.6076542006546222,True
LCK_20240817_BNK FEARX|T1,LCK,2024,2024-08-17,T1,BNK FEARX,T1,BNK FEARX,1-1,1,1,2,BNK FEARX|T1,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,17 Aug 2024 - Summer Season,2024-08-17,T1,FearX,T1,BNK FEARX,2-0,2.0,0.0,1.29,4.51,0.777586,0.222414,T1,BNK FEARX,True,BO3,0.6949337619473758,0.30506623805262423,0.6949337619473758,True
LCK_20240818_HANJIN BRION|Nongshim RedForce,LCK,2024,2024-08-18,Nongshim RedForce,HANJIN BRION,Nongshim RedForce,HANJIN BRION,1-1,1,1,2,HANJIN BRION|Nongshim RedForce,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,18 Aug 2024 - Summer Season,2024-08-18,Nongshim RedForce,OKSavingsBank Brion,Nongshim RedForce,HANJIN BRION,2-0,2.0,0.0,1.5,2.71,0.643705,0.356295,Nongshim RedForce,HANJIN BRION,True,BO3,0.5970210220230041,0.4029789779769959,0.5970210220230041,True
LCK_20240818_Gen.G|Hanwha Life Esports,LCK,2024,2024-08-18,Hanwha Life Esports,Gen.G,Gen.G,Hanwha Life Esports,2-0,2,0,2,Gen.G|Hanwha Life Esports,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/,18 Aug 2024 - Summer Season,2024-08-18,Hanwha Life,Gen.G,Hanwha Life Esports,Gen.G,0-2,0.0,2.0,3.1,1.4,0.311111,0.688889,Hanwha Life Esports,Gen.G,True,BO3,0.3712268194807526,0.6287731805192474,0.3712268194807526,True
LCK_20240117_KRX|Nongshim RedForce,LCK,2024,2024-01-17,DRX,Nongshim RedForce,Nongshim RedForce,DRX,2-0,2,0,2,KRX|Nongshim RedForce,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/4/,17 Jan 2024 - Spring Season,2024-01-17,KRX,Nongshim RedForce,KRX,Nongshim RedForce,0-2,0.0,2.0,1.58,2.45,0.60794,0.39206,KRX,Nongshim RedForce,True,BO3,0.5724674194687841,0.4275325805312159,0.5724674194687841,True
LCK_20250212_KT Rolster|Nongshim RedForce,LCK,2025,2025-02-12,KT Rolster,Nongshim RedForce,Nongshim RedForce,KT Rolster,3-0,3,0,3,KT Rolster|Nongshim RedForce,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,12 Feb 2025 - Preliminary - Play Offs,2025-02-12,KT Rolster,Nongshim RedForce,KT Rolster,Nongshim RedForce,0-3,0.0,3.0,1.52,2.63,0.633735,0.366265,KT Rolster,Nongshim RedForce,True,BO5,0.5723279918112381,0.42767200818876194,0.5723279918112381,True
LCK_20240117_Gen.G|T1,LCK,2024,2024-01-17,Gen.G,T1,T1,Gen.G,3-0,3,0,3,Gen.G|T1,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/4/,17 Jan 2024 - Spring Season,2024-01-17,Gen.G,T1,Gen.G,T1,2-1,2.0,1.0,2.35,1.62,0.40806,0.59194,Gen.G,T1,True,BO3,0.4383949298429383,0.5616050701570616,0.4383949298429383,True
LCK_20250213_Hanwha Life Esports|T1,LCK,2025,2025-02-13,Hanwha Life Esports,T1,Hanwha Life Esports,T1,5-0,5,0,5,Hanwha Life Esports|T1,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,13 Feb 2025 - Preliminary - Play Offs,2025-02-13,T1,Hanwha Life,T1,Hanwha Life Esports,2-3,2.0,3.0,1.62,2.63,0.618824,0.381176,T1,Hanwha Life Esports,False,BO5,0.5640707154330024,0.43592928456699764,0.43592928456699764,True
LCK_20250215_Dplus Kia|Nongshim RedForce,LCK,2025,2025-02-15,Dplus Kia,Nongshim RedForce,Dplus Kia,Nongshim RedForce,3-1,3,1,4,Dplus Kia|Nongshim RedForce,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,15 Feb 2025 - Preliminary - Play Offs,2025-02-15,Dplus Kia,Nongshim RedForce,Dplus Kia,Nongshim RedForce,3-1,3.0,1.0,1.17,5.44,0.822995,0.177005,Dplus Kia,Nongshim RedForce,True,BO5,0.6896755034734273,0.3103244965265727,0.6896755034734273,True
LCK_20240118_Dplus Kia|HANJIN BRION,LCK,2024,2024-01-18,HANJIN BRION,Dplus Kia,Dplus Kia,HANJIN BRION,2-0,2,0,2,Dplus Kia|HANJIN BRION,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/4/,18 Jan 2024 - Spring Season,2024-01-18,OKSavingsBank Brion,Dplus Kia,HANJIN BRION,Dplus Kia,0-2,0.0,2.0,6.15,1.14,0.156379,0.843621,HANJIN BRION,Dplus Kia,True,BO3,0.2501146491434448,0.7498853508565553,0.2501146491434448,True
LCK_20250216_Gen.G|Hanwha Life Esports,LCK,2025,2025-02-16,Gen.G,Hanwha Life Esports,Gen.G,Hanwha Life Esports,4-1,4,1,5,Gen.G|Hanwha Life Esports,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,16 Feb 2025 - Preliminary - Play Offs,2025-02-16,Gen.G,Hanwha Life,Gen.G,Hanwha Life Esports,2-3,2.0,3.0,1.6,2.36,0.59596,0.40404,Gen.G,Hanwha Life Esports,True,BO5,0.551542650628303,0.448457349371697,0.551542650628303,True
LCK_20250219_Dplus Kia|Hanwha Life Esports,LCK,2025,2025-02-19,Hanwha Life Esports,Dplus Kia,Hanwha Life Esports,Dplus Kia,3-2,3,2,5,Dplus Kia|Hanwha Life Esports,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,19 Feb 2025 - Preliminary - Play Offs,2025-02-19,Dplus Kia,Hanwha Life,Dplus Kia,Hanwha Life Esports,2-3,2.0,3.0,2.3,1.64,0.416244,0.583756,Dplus Kia,Hanwha Life Esports,False,BO5,0.45508915952105106,0.5449108404789489,0.5449108404789489,True
LCK_20250220_Gen.G|Nongshim RedForce,LCK,2025,2025-02-20,Nongshim RedForce,Gen.G,Gen.G,Nongshim RedForce,3-2,3,2,5,Gen.G|Nongshim RedForce,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,20 Feb 2025 - Preliminary - Play Offs,2025-02-20,Nongshim RedForce,Gen.G,Nongshim RedForce,Gen.G,2-3,2.0,3.0,7.0,1.1,0.135802,0.864198,Nongshim RedForce,Gen.G,True,BO5,0.2784810934492176,0.7215189065507823,0.2784810934492176,True
LCK_20250222_Dplus Kia|Gen.G,LCK,2025,2025-02-22,Dplus Kia,Gen.G,Gen.G,Dplus Kia,3-0,3,0,3,Dplus Kia|Gen.G,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,22 Feb 2025 - Preliminary - Play Offs,2025-02-22,Dplus Kia,Gen.G,Dplus Kia,Gen.G,0-3,0.0,3.0,1.92,1.82,0.486631,0.513369,Dplus Kia,Gen.G,True,BO5,0.4928688996991962,0.5071311003008039,0.4928688996991962,True
LCK_20250223_Gen.G|Hanwha Life Esports,LCK,2025,2025-02-23,Hanwha Life Esports,Gen.G,Hanwha Life Esports,Gen.G,5-0,5,0,5,Gen.G|Hanwha Life Esports,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,23 Feb 2025 - Preliminary - Play Offs,2025-02-23,Hanwha Life,Gen.G,Hanwha Life Esports,Gen.G,3-2,3.0,2.0,2.0,1.9,0.487179,0.512821,Hanwha Life Esports,Gen.G,True,BO5,0.4931612804910336,0.5068387195089664,0.4931612804910336,True
LCK_20240118_BNK FEARX|KT Rolster,LCK,2024,2024-01-18,KT Rolster,BNK FEARX,KT Rolster,BNK FEARX,1-1,1,1,2,BNK FEARX|KT Rolster,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/4/,18 Jan 2024 - Spring Season,2024-01-18,KT Rolster,FearX,KT Rolster,BNK FEARX,2-0,2.0,0.0,1.26,4.1,0.764925,0.235075,KT Rolster,BNK FEARX,True,BO3,0.6850681691258923,0.3149318308741077,0.6850681691258923,True
LCK_20240119_Hanwha Life Esports|KRX,LCK,2024,2024-01-19,Hanwha Life Esports,DRX,Hanwha Life Esports,DRX,2-0,2,0,2,Hanwha Life Esports|KRX,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/4/,19 Jan 2024 - Spring Season,2024-01-19,Hanwha Life,KRX,Hanwha Life Esports,KRX,2-0,2.0,0.0,1.07,9.45,0.898289,0.101711,Hanwha Life Esports,KRX,True,BO3,0.8023951601110354,0.1976048398889646,0.8023951601110354,True
LCK_20250402_Gen.G|Hanwha Life Esports,LCK,2025,2025-04-02,Hanwha Life Esports,Gen.G,Gen.G,Hanwha Life Esports,2-0,2,0,2,Gen.G|Hanwha Life Esports,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,02 Apr 2025 - First stage,2025-04-02,Hanwha Life,Gen.G,Hanwha Life Esports,Gen.G,0-2,0.0,2.0,1.72,2.29,0.571072,0.428928,Hanwha Life Esports,Gen.G,True,BO3,0.5475244499408563,0.45247555005914375,0.5475244499408563,True
LCK_20250402_DN SOOPers|KRX,LCK,2025,2025-04-02,DRX,DN SOOPers,DRX,DN SOOPers,1-1,1,1,2,DN SOOPers|KRX,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,02 Apr 2025 - First stage,2025-04-02,KRX,DN SOOPers,KRX,DN SOOPers,2-0,2.0,0.0,1.7,2.24,0.568528,0.431472,KRX,DN SOOPers,True,BO3,0.5458135428818758,0.4541864571181242,0.5458135428818758,True
LCK_20250403_HANJIN BRION|Nongshim RedForce,LCK,2025,2025-04-03,Nongshim RedForce,HANJIN BRION,Nongshim RedForce,HANJIN BRION,1-1,1,1,2,HANJIN BRION|Nongshim RedForce,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,03 Apr 2025 - First stage,2025-04-03,Nongshim RedForce,OKSavingsBank Brion,Nongshim RedForce,HANJIN BRION,2-0,2.0,0.0,1.33,3.52,0.725773,0.274227,Nongshim RedForce,HANJIN BRION,True,BO3,0.6555317795441848,0.34446822045581516,0.6555317795441848,True
LCK_20250403_BNK FEARX|Dplus Kia,LCK,2025,2025-04-03,BNK FEARX,Dplus Kia,BNK FEARX,Dplus Kia,2-1,2,1,3,BNK FEARX|Dplus Kia,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,03 Apr 2025 - First stage,2025-04-03,FearX,Dplus Kia,BNK FEARX,Dplus Kia,1-2,1.0,2.0,7.38,1.12,0.131765,0.868235,BNK FEARX,Dplus Kia,True,BO3,0.2275429988996521,0.7724570011003479,0.2275429988996521,True
LCK_20240119_DN SOOPers|T1,LCK,2024,2024-01-19,T1,DN SOOPers,T1,DN SOOPers,2-0,2,0,2,DN SOOPers|T1,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/4/,19 Jan 2024 - Spring Season,2024-01-19,T1,DN SOOPers,T1,DN SOOPers,2-0,2.0,0.0,1.06,10.6,0.909091,0.090909,T1,DN SOOPers,True,BO3,0.8140102245173586,0.1859897754826414,0.8140102245173586,True
LCK_20250404_Hanwha Life Esports|KT Rolster,LCK,2025,2025-04-04,Hanwha Life Esports,KT Rolster,Hanwha Life Esports,KT Rolster,3-0,3,0,3,Hanwha Life Esports|KT Rolster,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,04 Apr 2025 - First stage,2025-04-04,Hanwha Life,KT Rolster,Hanwha Life Esports,KT Rolster,2-1,2.0,1.0,1.1,7.34,0.869668,0.130332,Hanwha Life Esports,KT Rolster,True,BO3,0.7738186851000997,0.22618131489990034,0.7738186851000997,True
LCK_20250404_KRX|T1,LCK,2025,2025-04-04,DRX,T1,T1,DRX,2-0,2,0,2,KRX|T1,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,04 Apr 2025 - First stage,2025-04-04,KRX,T1,KRX,T1,0-2,0.0,2.0,6.6,1.08,0.140625,0.859375,KRX,T1,True,BO3,0.2358386713226293,0.7641613286773707,0.2358386713226293,True
LCK_20250405_BNK FEARX|HANJIN BRION,LCK,2025,2025-04-05,HANJIN BRION,BNK FEARX,HANJIN BRION,BNK FEARX,2-1,2,1,3,BNK FEARX|HANJIN BRION,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,05 Apr 2025 - First stage,2025-04-05,OKSavingsBank Brion,FearX,HANJIN BRION,BNK FEARX,1-2,1.0,2.0,1.8,2.08,0.536082,0.463918,HANJIN BRION,BNK FEARX,True,BO3,0.5240732679919914,0.4759267320080086,0.5240732679919914,True
LCK_20250405_DN SOOPers|Nongshim RedForce,LCK,2025,2025-04-05,DN SOOPers,Nongshim RedForce,Nongshim RedForce,DN SOOPers,2-0,2,0,2,DN SOOPers|Nongshim RedForce,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,05 Apr 2025 - First stage,2025-04-05,DN SOOPers,Nongshim RedForce,DN SOOPers,Nongshim RedForce,0-2,0.0,2.0,5.22,1.2,0.186916,0.813084,DN SOOPers,Nongshim RedForce,True,BO3,0.27636446536834175,0.7236355346316583,0.27636446536834175,True
LCK_20250406_Dplus Kia|KT Rolster,LCK,2025,2025-04-06,KT Rolster,Dplus Kia,Dplus Kia,KT Rolster,2-0,2,0,2,Dplus Kia|KT Rolster,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,06 Apr 2025 - First stage,2025-04-06,KT Rolster,Dplus Kia,KT Rolster,Dplus Kia,0-2,0.0,2.0,3.63,1.31,0.265182,0.734818,KT Rolster,Dplus Kia,True,BO3,0.3377608171147869,0.6622391828852131,0.3377608171147869,True
