series_id,league,year,date_day,blue_team,red_team,oe_winner,oe_loser,oe_score,oe_w_wins,oe_l_wins,num_games,pair_key,page_num,source_url,date_header,match_date,team1_raw,team2_raw,team1,team2,series_score,score1,score2,odd1_decimal,odd2_decimal,implied_prob1_vigfree,implied_prob2_vigfree,norm_team1,norm_team2,blue_is_team1,format,q_team1,q_team2,q_blue_win,score_match
LCS_20240310_100 Thieves|NRG Esports,LCS,2024,2024-03-10,NRG,100 Thieves,100 Thieves,NRG,1-0,1,0,1,100 Thieves|NRG Esports,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,10 Mar 2024 - Spring Season,2024-03-10,NRG Esports,100 Thieves,NRG Esports,100 Thieves,0-1,0.0,1.0,1.92,2.0,0.510204,0.489796,NRG Esports,100 Thieves,True,BO1,0.510204,0.489796,0.510204,True
LCS_20240310_Cloud9|Shopify Rebellion,LCS,2024,2024-03-10,Cloud9,Shopify Rebellion,Cloud9,Shopify Rebellion,1-0,1,0,1,Cloud9|Shopify Rebellion,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,10 Mar 2024 - Spring Season,2024-03-10,Cloud9,Shopify Rebellion,Cloud9,Shopify Rebellion,1-0,1.0,0.0,1.45,2.9,0.666667,0.333333,Cloud9,Shopify Rebellion,True,BO1,0.666667,0.333333,0.666667,True
LCS_20240310_Dignitas|FlyQuest,LCS,2024,2024-03-10,FlyQuest,Dignitas,FlyQuest,Dignitas,1-0,1,0,1,Dignitas|FlyQuest,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,10 Mar 2024 - Spring Season,2024-03-10,FlyQuest eSports,Dignitas,FlyQuest eSports,Dignitas,1-0,1.0,0.0,1.54,2.56,0.62439,0.37561,FlyQuest,Dignitas,True,BO1,0.62439,0.37561,0.62439,True
LCS_20240310_Dignitas|NRG Esports,LCS,2024,2024-03-10,NRG,Dignitas,Dignitas,NRG,1-0,1,0,1,Dignitas|NRG Esports,,,,,,,,,,,,,,,,,,,,,,,
LCS_20240314_100 Thieves|Cloud9,LCS,2024,2024-03-14,100 Thieves,Cloud9,Cloud9,100 Thieves,2-1,2,1,3,100 Thieves|Cloud9,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,14 Mar 2024 - Spring - Play Offs,2024-03-14,100 Thieves,Cloud9,100 Thieves,Cloud9,0-3,0.0,3.0,2.71,1.55,0.36385,0.63615,100 Thieves,Cloud9,True,BO5,0.4263272890680085,0.5736727109319915,0.4263272890680085,True
LCS_20240315_FlyQuest|Team Liquid,LCS,2024,2024-03-15,FlyQuest,Team Liquid,FlyQuest,Team Liquid,4-1,4,1,5,FlyQuest|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,15 Mar 2024 - Spring - Play Offs,2024-03-15,FlyQuest eSports,Team Liquid,FlyQuest eSports,Team Liquid,3-2,3.0,2.0,1.57,2.71,0.633178,0.366822,FlyQuest,Team Liquid,True,BO5,0.5720181479440303,0.4279818520559697,0.5720181479440303,True
LCS_20240316_100 Thieves|NRG Esports,LCS,2024,2024-03-16,100 Thieves,NRG,100 Thieves,NRG,3-2,3,2,5,100 Thieves|NRG Esports,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,16 Mar 2024 - Spring - Play Offs,2024-03-16,100 Thieves,NRG Esports,100 Thieves,NRG Esports,3-2,3.0,2.0,1.83,2.07,0.530769,0.469231,100 Thieves,NRG Esports,True,BO5,0.516421939298332,0.483578060701668,0.516421939298332,True
LCS_20240317_Dignitas|Team Liquid,LCS,2024,2024-03-17,Team Liquid,Dignitas,Dignitas,Team Liquid,2-1,2,1,3,Dignitas|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,17 Mar 2024 - Spring - Play Offs,2024-03-17,Team Liquid,Dignitas,Team Liquid,Dignitas,3-0,3.0,0.0,1.45,2.86,0.663573,0.336427,Team Liquid,Dignitas,True,BO5,0.589107706712241,0.410892293287759,0.589107706712241,True
LCK_20240320_Gen.G|KRX,LCK,2024,2024-03-20,DRX,Gen.G,Gen.G,DRX,2-0,2,0,2,Gen.G|KRX,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/3/,20 Mar 2024 - Spring Season,2024-03-20,KRX,Gen.G,KRX,Gen.G,0-2,0.0,2.0,19.0,1.02,0.050949,0.949051,KRX,Gen.G,True,BO3,0.1366962231525322,0.8633037768474678,0.1366962231525322,True
LCK_20240320_Nongshim RedForce|T1,LCK,2024,2024-03-20,Nongshim RedForce,T1,T1,Nongshim RedForce,2-0,2,0,2,Nongshim RedForce|T1,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/3/,20 Mar 2024 - Spring Season,2024-03-20,Nongshim RedForce,T1,Nongshim RedForce,T1,0-2,0.0,2.0,15.5,1.02,0.061743,0.938257,Nongshim RedForce,T1,True,BO3,0.1512934522723241,0.8487065477276758,0.1512934522723241,True
LCK_20240321_Hanwha Life Esports|KT Rolster,LCK,2024,2024-03-21,KT Rolster,Hanwha Life Esports,KT Rolster,Hanwha Life Esports,2-1,2,1,3,Hanwha Life Esports|KT Rolster,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/3/,21 Mar 2024 - Spring Season,2024-03-21,KT Rolster,Hanwha Life,KT Rolster,Hanwha Life Esports,1-2,1.0,2.0,3.1,1.4,0.311111,0.688889,KT Rolster,Hanwha Life Esports,True,BO3,0.3712268194807526,0.6287731805192474,0.3712268194807526,True
LCK_20240321_DN SOOPers|Dplus Kia,LCK,2024,2024-03-21,Dplus Kia,DN SOOPers,DN SOOPers,Dplus Kia,2-0,2,0,2,DN SOOPers|Dplus Kia,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/3/,21 Mar 2024 - Spring Season,2024-03-21,Dplus Kia,DN SOOPers,Dplus Kia,DN SOOPers,0-2,0.0,2.0,1.22,5.08,0.806349,0.193651,Dplus Kia,DN SOOPers,True,BO3,0.7180571823140312,0.28194281768596885,0.7180571823140312,True
LCK_20240322_Gen.G|HANJIN BRION,LCK,2024,2024-03-22,Gen.G,HANJIN BRION,Gen.G,HANJIN BRION,1-1,1,1,2,Gen.G|HANJIN BRION,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/3/,22 Mar 2024 - Spring Season,2024-03-22,Gen.G,OKSavingsBank Brion,Gen.G,HANJIN BRION,2-0,2.0,0.0,1.01,18.0,0.94687,0.05313,Gen.G,HANJIN BRION,True,BO3,0.860252128101033,0.13974787189896698,0.860252128101033,True
LCK_20240322_BNK FEARX|Nongshim RedForce,LCK,2024,2024-03-22,Nongshim RedForce,BNK FEARX,BNK FEARX,Nongshim RedForce,2-1,2,1,3,BNK FEARX|Nongshim RedForce,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/3/,22 Mar 2024 - Spring Season,2024-03-22,Nongshim RedForce,FearX,Nongshim RedForce,BNK FEARX,2-1,2.0,1.0,2.82,1.44,0.338028,0.661972,Nongshim RedForce,BNK FEARX,True,BO3,0.3902563798875397,0.6097436201124603,0.3902563798875397,True
LCS_20240322_100 Thieves|Team Liquid,LCS,2024,2024-03-22,100 Thieves,Team Liquid,100 Thieves,Team Liquid,2-2,2,2,4,100 Thieves|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,22 Mar 2024 - Spring - Play Offs,2024-03-22,100 Thieves,Team Liquid,100 Thieves,Team Liquid,1-3,1.0,3.0,1.95,1.92,0.496124,0.503876,100 Thieves,Team Liquid,True,BO5,0.49793277644256284,0.5020672235574372,0.49793277644256284,True
LCK_20240323_Dplus Kia|Hanwha Life Esports,LCK,2024,2024-03-23,Hanwha Life Esports,Dplus Kia,Hanwha Life Esports,Dplus Kia,1-1,1,1,2,Dplus Kia|Hanwha Life Esports,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/3/,23 Mar 2024 - Spring Season,2024-03-23,Hanwha Life,Dplus Kia,Hanwha Life Esports,Dplus Kia,2-0,2.0,0.0,1.33,3.47,0.722917,0.277083,Hanwha Life Esports,Dplus Kia,True,BO3,0.65342684941536,0.34657315058464,0.65342684941536,True
LCK_20240323_KRX|T1,LCK,2024,2024-03-23,DRX,T1,T1,DRX,2-0,2,0,2,KRX|T1,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/3/,23 Mar 2024 - Spring Season,2024-03-23,KRX,T1,KRX,T1,0-2,0.0,2.0,17.0,1.02,0.056604,0.943396,KRX,T1,True,BO3,0.14449682120437268,0.8555031787956273,0.14449682120437268,True
LCS_20240323_Cloud9|FlyQuest,LCS,2024,2024-03-23,Cloud9,FlyQuest,Cloud9,FlyQuest,2-1,2,1,3,Cloud9|FlyQuest,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,23 Mar 2024 - Spring - Play Offs,2024-03-23,FlyQuest eSports,Cloud9,FlyQuest eSports,Cloud9,3-0,3.0,0.0,2.88,1.45,0.334873,0.665127,FlyQuest,Cloud9,False,BO5,0.4100076499949082,0.5899923500050919,0.5899923500050919,True
LCK_20240324_BNK FEARX|HANJIN BRION,LCK,2024,2024-03-24,BNK FEARX,HANJIN BRION,BNK FEARX,HANJIN BRION,1-1,1,1,2,BNK FEARX|HANJIN BRION,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/3/,24 Mar 2024 - Spring Season,2024-03-24,FearX,OKSavingsBank Brion,BNK FEARX,HANJIN BRION,2-0,2.0,0.0,1.35,3.57,0.72561,0.27439,BNK FEARX,HANJIN BRION,True,BO3,0.6554114818043353,0.3445885181956647,0.6554114818043353,True
LCK_20240324_DN SOOPers|KT Rolster,LCK,2024,2024-03-24,KT Rolster,DN SOOPers,KT Rolster,DN SOOPers,1-1,1,1,2,DN SOOPers|KT Rolster,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/3/,24 Mar 2024 - Spring Season,2024-03-24,KT Rolster,DN SOOPers,KT Rolster,DN SOOPers,2-0,2.0,0.0,1.32,4.2,0.76087,0.23913,KT Rolster,DN SOOPers,True,BO3,0.6819440074998645,0.3180559925001355,0.6819440074998645,True
LCS_20240331_FlyQuest|Team Liquid,LCS,2024,2024-03-31,FlyQuest,Team Liquid,FlyQuest,Team Liquid,2-2,2,2,4,FlyQuest|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,31 Mar 2024 - Spring - Play Offs,2024-03-31,FlyQuest eSports,Team Liquid,FlyQuest eSports,Team Liquid,1-3,1.0,3.0,1.72,2.27,0.568922,0.431078,FlyQuest,Team Liquid,True,BO5,0.5368920774599909,0.4631079225400091,0.5368920774599909,True
LCS_20240330_Cloud9|Team Liquid,LCS,2024,2024-03-30,Cloud9,Team Liquid,Cloud9,Team Liquid,2-1,2,1,3,Cloud9|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,30 Mar 2024 - Spring - Play Offs,2024-03-30,Cloud9,Team Liquid,Cloud9,Team Liquid,0-3,0.0,3.0,1.55,2.71,0.63615,0.36385,Cloud9,Team Liquid,True,BO5,0.5736727109319916,0.42632728906800843,0.5736727109319916,True
LCS_20240615_FlyQuest|Team Liquid,LCS,2024,2024-06-15,Team Liquid,FlyQuest,Team Liquid,FlyQuest,3-0,3,0,3,FlyQuest|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,15 Jun 2024 - Summer Season,2024-06-15,Team Liquid,FlyQuest eSports,Team Liquid,FlyQuest eSports,2-1,2.0,1.0,1.5,2.68,0.641148,0.358852,Team Liquid,FlyQuest,True,BO3,0.5952509153217409,0.4047490846782591,0.5952509153217409,True
LCS_20240615_Cloud9|Dignitas,LCS,2024,2024-06-15,Cloud9,Dignitas,Cloud9,Dignitas,1-1,1,1,2,Cloud9|Dignitas,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,15 Jun 2024 - Summer Season,2024-06-15,Cloud9,Dignitas,Cloud9,Dignitas,2-1,2.0,1.0,1.24,4.06,0.766038,0.233962,Cloud9,Dignitas,True,BO3,0.6859285974950902,0.31407140250490984,0.6859285974950902,False
LCS_20240616_Cloud9|Dignitas,LCS,2024,2024-06-16,Cloud9,Dignitas,Cloud9,Dignitas,1-0,1,0,1,Cloud9|Dignitas,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,15 Jun 2024 - Summer Season,2024-06-15,Cloud9,Dignitas,Cloud9,Dignitas,2-1,2.0,1.0,1.24,4.06,0.766038,0.233962,Cloud9,Dignitas,True,BO3,0.6859285974950902,0.31407140250490984,0.6859285974950902,False
LCS_20240616_100 Thieves|NRG Esports,LCS,2024,2024-06-16,100 Thieves,NRG,100 Thieves,NRG,1-1,1,1,2,100 Thieves|NRG Esports,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,16 Jun 2024 - Summer Season,2024-06-16,100 Thieves,NRG Esports,100 Thieves,NRG Esports,2-0,2.0,0.0,1.82,2.68,0.595556,0.404444,100 Thieves,NRG Esports,True,BO3,0.5640544176707543,0.43594558232924574,0.5640544176707543,True
LCS_20240616_Immortals|Shopify Rebellion,LCS,2024,2024-06-16,Immortals,Shopify Rebellion,Immortals,Shopify Rebellion,2-0,2,0,2,Immortals|Shopify Rebellion,,,,,,,,,,,,,,,,,,,,,,,
LCK_20240619_DN SOOPers|Nongshim RedForce,LCK,2024,2024-06-19,Nongshim RedForce,DN SOOPers,DN SOOPers,Nongshim RedForce,2-0,2,0,2,DN SOOPers|Nongshim RedForce,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,19 Jun 2024 - Summer Season,2024-06-19,Nongshim RedForce,DN SOOPers,Nongshim RedForce,DN SOOPers,0-2,0.0,2.0,4.2,1.33,0.240506,0.759494,Nongshim RedForce,DN SOOPers,True,BO3,0.31911239869674624,0.6808876013032538,0.31911239869674624,True
LCK_20240619_Dplus Kia|T1,LCK,2024,2024-06-19,Dplus Kia,T1,T1,Dplus Kia,2-0,2,0,2,Dplus Kia|T1,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,19 Jun 2024 - Summer Season,2024-06-19,T1,Dplus Kia,T1,Dplus Kia,2-0,2.0,0.0,1.52,2.71,0.640662,0.359338,T1,Dplus Kia,False,BO3,0.5949147588895171,0.40508524111048294,0.40508524111048294,True
LCK_20240620_Gen.G|KT Rolster,LCK,2024,2024-06-20,KT Rolster,Gen.G,Gen.G,KT Rolster,2-0,2,0,2,Gen.G|KT Rolster,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,20 Jun 2024 - Summer Season,2024-06-20,KT Rolster,Gen.G,KT Rolster,Gen.G,0-2,0.0,2.0,7.95,1.09,0.120575,0.879425,KT Rolster,Gen.G,True,BO3,0.21674939755871034,0.7832506024412896,0.21674939755871034,True
LCK_20240620_BNK FEARX|KRX,LCK,2024,2024-06-20,DRX,BNK FEARX,DRX,BNK FEARX,1-1,1,1,2,BNK FEARX|KRX,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,20 Jun 2024 - Summer Season,2024-06-20,FearX,KRX,BNK FEARX,KRX,0-2,0.0,2.0,1.58,2.38,0.60101,0.39899,BNK FEARX,KRX,False,BO3,0.5677547223555046,0.4322452776444954,0.4322452776444954,True
LCK_20240621_HANJIN BRION|Hanwha Life Esports,LCK,2024,2024-06-21,HANJIN BRION,Hanwha Life Esports,Hanwha Life Esports,HANJIN BRION,2-0,2,0,2,HANJIN BRION|Hanwha Life Esports,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,21 Jun 2024 - Summer Season,2024-06-21,Hanwha Life,OKSavingsBank Brion,Hanwha Life Esports,HANJIN BRION,2-0,2.0,0.0,1.07,9.45,0.898289,0.101711,Hanwha Life Esports,HANJIN BRION,False,BO3,0.8023951601110354,0.1976048398889646,0.1976048398889646,True
LCK_20240621_DN SOOPers|T1,LCK,2024,2024-06-21,T1,DN SOOPers,DN SOOPers,T1,2-1,2,1,3,DN SOOPers|T1,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,21 Jun 2024 - Summer Season,2024-06-21,T1,DN SOOPers,T1,DN SOOPers,2-1,2.0,1.0,1.15,5.76,0.833575,0.166425,T1,DN SOOPers,True,BO3,0.7410608306552791,0.25893916934472094,0.7410608306552791,True
LCK_20240622_KRX|Nongshim RedForce,LCK,2024,2024-06-22,Nongshim RedForce,DRX,Nongshim RedForce,DRX,3-0,3,0,3,KRX|Nongshim RedForce,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,22 Jun 2024 - Summer Season,2024-06-22,Nongshim RedForce,KRX,Nongshim RedForce,KRX,2-1,2.0,1.0,2.5,1.62,0.393204,0.606796,Nongshim RedForce,KRX,True,BO3,0.42831143264098115,0.5716885673590189,0.42831143264098115,True
LCK_20240622_BNK FEARX|Dplus Kia,LCK,2024,2024-06-22,BNK FEARX,Dplus Kia,Dplus Kia,BNK FEARX,2-0,2,0,2,BNK FEARX|Dplus Kia,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,22 Jun 2024 - Summer Season,2024-06-22,FearX,Dplus Kia,BNK FEARX,Dplus Kia,0-2,0.0,2.0,5.63,1.16,0.170839,0.829161,BNK FEARX,Dplus Kia,True,BO3,0.262754776462597,0.737245223537403,0.262754776462597,True
LCS_20240622_100 Thieves|Dignitas,LCS,2024,2024-06-22,100 Thieves,Dignitas,Dignitas,100 Thieves,2-0,2,0,2,100 Thieves|Dignitas,,,,,,,,,,,,,,,,,,,,,,,
LCS_20240622_Cloud9|Immortals,LCS,2024,2024-06-22,Cloud9,Immortals,Cloud9,Immortals,1-1,1,1,2,Cloud9|Immortals,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,22 Jun 2024 - Summer Season,2024-06-22,Cloud9,Immortals,Cloud9,Immortals,2-0,2.0,0.0,1.22,4.81,0.797678,0.202322,Cloud9,Immortals,True,BO3,0.7109723110152165,0.2890276889847835,0.7109723110152165,True
LCK_20240623_Gen.G|HANJIN BRION,LCK,2024,2024-06-23,Gen.G,HANJIN BRION,Gen.G,HANJIN BRION,2-0,2,0,2,Gen.G|HANJIN BRION,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,23 Jun 2024 - Summer Season,2024-06-23,Gen.G,OKSavingsBank Brion,Gen.G,HANJIN BRION,2-0,2.0,0.0,1.01,19.0,0.949525,0.050475,Gen.G,HANJIN BRION,True,BO3,0.8639745957718684,0.13602540422813159,0.8639745957718684,True
LCK_20240623_Hanwha Life Esports|KT Rolster,LCK,2024,2024-06-23,Hanwha Life Esports,KT Rolster,Hanwha Life Esports,KT Rolster,1-1,1,1,2,Hanwha Life Esports|KT Rolster,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,23 Jun 2024 - Summer Season,2024-06-23,KT Rolster,Hanwha Life,KT Rolster,Hanwha Life Esports,0-2,0.0,2.0,2.93,1.43,0.327982,0.672018,KT Rolster,Hanwha Life Esports,False,BO3,0.3831965960696412,0.6168034039303588,0.6168034039303588,True
LCS_20240623_FlyQuest|NRG Esports,LCS,2024,2024-06-23,FlyQuest,NRG,FlyQuest,NRG,3-0,3,0,3,FlyQuest|NRG Esports,,,,,,,,,,,,,,,,,,,,,,,
LCS_20240623_Shopify Rebellion|Team Liquid,LCS,2024,2024-06-23,Team Liquid,Shopify Rebellion,Team Liquid,Shopify Rebellion,1-1,1,1,2,Shopify Rebellion|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,23 Jun 2024 - Summer Season,2024-06-23,Team Liquid,Shopify Rebellion,Team Liquid,Shopify Rebellion,2-0,2.0,0.0,1.06,9.5,0.899621,0.100379,Team Liquid,Shopify Rebellion,True,BO3,0.8037990507052538,0.19620094929474619,0.8037990507052538,True
LCK_20240626_Gen.G|Hanwha Life Esports,LCK,2024,2024-06-26,Gen.G,Hanwha Life Esports,Gen.G,Hanwha Life Esports,1-1,1,1,2,Gen.G|Hanwha Life Esports,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,26 Jun 2024 - Summer Season,2024-06-26,Gen.G,Hanwha Life,Gen.G,Hanwha Life Esports,2-0,2.0,0.0,1.22,4.51,0.787086,0.212914,Gen.G,Hanwha Life Esports,True,BO3,0.7024549697168018,0.29754503028319823,0.7024549697168018,True
LCK_20240627_Dplus Kia|Nongshim RedForce,LCK,2024,2024-06-27,Nongshim RedForce,Dplus Kia,Nongshim RedForce,Dplus Kia,1-1,1,1,2,Dplus Kia|Nongshim RedForce,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,27 Jun 2024 - Summer Season,2024-06-27,Dplus Kia,Nongshim RedForce,Dplus Kia,Nongshim RedForce,2-0,2.0,0.0,1.08,9.45,0.897436,0.102564,Dplus Kia,Nongshim RedForce,False,BO3,0.8015000594498313,0.19849994055016873,0.19849994055016873,True
LCK_20240627_HANJIN BRION|KT Rolster,LCK,2024,2024-06-27,KT Rolster,HANJIN BRION,KT Rolster,HANJIN BRION,3-0,3,0,3,HANJIN BRION|KT Rolster,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,27 Jun 2024 - Summer Season,2024-06-27,KT Rolster,OKSavingsBank Brion,KT Rolster,HANJIN BRION,2-1,2.0,1.0,1.18,5.63,0.826725,0.173275,KT Rolster,HANJIN BRION,True,BO3,0.7351546945186836,0.26484530548131635,0.7351546945186836,True
LCK_20240626_KRX|T1,LCK,2024,2024-06-26,T1,DRX,T1,DRX,2-0,2,0,2,KRX|T1,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,26 Jun 2024 - Summer Season,2024-06-26,T1,KRX,T1,KRX,2-0,2.0,0.0,1.04,11.9,0.919629,0.080371,T1,KRX,True,BO3,0.8259083526149442,0.17409164738505578,0.8259083526149442,True
LCS_20240627_100 Thieves|Team Liquid,LCS,2024,2024-06-27,100 Thieves,Team Liquid,Team Liquid,100 Thieves,2-0,2,0,2,100 Thieves|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,27 Jun 2024 - Summer Season,2024-06-27,100 Thieves,Team Liquid,100 Thieves,Team Liquid,0-2,0.0,2.0,3.75,1.22,0.245473,0.754527,100 Thieves,Team Liquid,True,BO3,0.32291046327183726,0.6770895367281627,0.32291046327183726,True
LCK_20240628_BNK FEARX|DN SOOPers,LCK,2024,2024-06-28,BNK FEARX,DN SOOPers,BNK FEARX,DN SOOPers,1-1,1,1,2,BNK FEARX|DN SOOPers,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,28 Jun 2024 - Summer Season,2024-06-28,FearX,DN SOOPers,BNK FEARX,DN SOOPers,0-2,0.0,2.0,3.58,1.33,0.270876,0.729124,BNK FEARX,DN SOOPers,True,BO3,0.3419906503234501,0.6580093496765499,0.3419906503234501,True
LCS_20240627_Immortals|NRG Esports,LCS,2024,2024-06-27,Immortals,NRG,NRG,Immortals,2-0,2,0,2,Immortals|NRG Esports,,,,,,,,,,,,,,,,,,,,,,,
LCK_20240628_Gen.G|KRX,LCK,2024,2024-06-28,Gen.G,DRX,Gen.G,DRX,1-1,1,1,2,Gen.G|KRX,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,28 Jun 2024 - Summer Season,2024-06-28,Gen.G,KRX,Gen.G,KRX,2-0,2.0,0.0,1.01,19.0,0.949525,0.050475,Gen.G,KRX,True,BO3,0.8639745957718684,0.13602540422813159,0.8639745957718684,True
LCS_20240628_Cloud9|Shopify Rebellion,LCS,2024,2024-06-28,Shopify Rebellion,Cloud9,Shopify Rebellion,Cloud9,1-1,1,1,2,Cloud9|Shopify Rebellion,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,28 Jun 2024 - Summer Season,2024-06-28,Shopify Rebellion,Cloud9,Shopify Rebellion,Cloud9,0-2,0.0,2.0,7.33,1.09,0.129454,0.870546,Shopify Rebellion,Cloud9,True,BO3,0.2253441382749336,0.7746558617250664,0.2253441382749336,True
LCS_20240628_Dignitas|FlyQuest,LCS,2024,2024-06-28,Dignitas,FlyQuest,FlyQuest,Dignitas,2-0,2,0,2,Dignitas|FlyQuest,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,28 Jun 2024 - Summer Season,2024-06-28,Dignitas,FlyQuest eSports,Dignitas,FlyQuest eSports,0-2,0.0,2.0,2.88,1.5,0.342466,0.657534,Dignitas,FlyQuest,True,BO3,0.39336039163483366,0.6066396083651664,0.39336039163483366,True
LCK_20240629_KT Rolster|T1,LCK,2024,2024-06-29,T1,KT Rolster,T1,KT Rolster,2-1,2,1,3,KT Rolster|T1,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,29 Jun 2024 - Summer Season,2024-06-29,T1,KT Rolster,T1,KT Rolster,1-2,1.0,2.0,1.13,5.8,0.836941,0.163059,T1,KT Rolster,True,BO3,0.7439952467247326,0.2560047532752674,0.7439952467247326,True
LCK_20240629_Hanwha Life Esports|Nongshim RedForce,LCK,2024,2024-06-29,Hanwha Life Esports,Nongshim RedForce,Hanwha Life Esports,Nongshim RedForce,1-1,1,1,2,Hanwha Life Esports|Nongshim RedForce,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,29 Jun 2024 - Summer Season,2024-06-29,Nongshim RedForce,Hanwha Life,Nongshim RedForce,Hanwha Life Esports,0-2,0.0,2.0,9.45,1.07,0.101711,0.898289,Nongshim RedForce,Hanwha Life Esports,False,BO3,0.19760483988896455,0.8023951601110355,0.8023951601110355,True
LCK_20240630_BNK FEARX|HANJIN BRION,LCK,2024,2024-06-30,HANJIN BRION,BNK FEARX,BNK FEARX,HANJIN BRION,2-0,2,0,2,BNK FEARX|HANJIN BRION,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2024/results/#/page/2/,30 Jun 2024 - Summer Season,2024-06-30,FearX,OKSavingsBank Brion,BNK FEARX,HANJIN BRION,2-0,2.0,0.0,1.5,2.68,0.641148,0.358852,BNK FEARX,HANJIN BRION,False,BO3,0.5952509153217409,0.4047490846782591,0.4047490846782591,True
