gameid,date,league,year,split,playoffs,game,patch,blue_team,red_team,blue_elo,red_elo,elo_diff,elo_diff_signed_sq,top_elo_diff,jng_elo_diff,mid_elo_diff,bot_elo_diff,sup_elo_diff,blue_rwr,red_rwr,rwr_diff,h2h_wr,role_h2h_wr,role_h2h_signed_sq,gd20_diff,gd15_diff,top_gd15_diff,jng_gd15_diff,mid_gd15_diff,bot_gd15_diff,sup_gd15_diff,outperf_diff,outperf_exp_diff,outperf_elo_diff,outperf_elo_exp_diff,rwr_exp_diff,gd15_exp_diff,first_blood_diff,first_dragon_diff,first_tower_diff,kill_diff_diff,game_len_diff,dragons_diff,barons_diff,blue_days_since,red_days_since,days_since_diff,blue_first_pick,series_score,q_blue_win,blue_win
LOLTMNT05_175164,2026-02-08 16:47:25+00:00,LEC,2026,Versus,0,1,16.03,GiantX,Karmine Corp Blue,1552.200378629981,1365.5955345628063,186.60484406717478,34821.36782933462,337.77487270750385,8.3348992228498,135.78211097493022,318.730341678536,132.40199575205406,0.6,0.1,0.5,,0.5363636363636364,0.006611570247933881,2704.2,726.72,957.6,394.6,632.1999999999999,1072.6,576.6,0.32740959999999997,0.17704762943997693,0.41394993492121396,0.2869642125929832,0.4448980508699092,529.6216292236126,-0.2944192954801151,-0.0918869510374144,-0.22934822262949747,8.423443224014072,-26.037799705523184,1.0673054369048756,0.36443035749773317,0.0,1.0,-1.0,1,0,0.853018,0
LOLTMNT05_176168,2026-02-08 17:38:57+00:00,LEC,2026,Versus,0,1,16.03,Shifters,SK Gaming,1451.8226885338222,1442.3021673506955,9.520521183126675,90.64032359836375,-19.12472004456049,50.23282529428184,189.23880684556048,-36.89309750657776,-135.85120867307046,0.4,0.3,0.10000000000000003,,0.5,2.7755575615628915e-18,-2492.2000000000003,-194.52,4.0,-636.2,-132.79999999999995,-266.6,59.000000000000014,-0.1332508,0.049294688327142955,0.014350748728745245,0.21820140239657357,0.2600212466389632,14.811178825141667,-0.14430279375987154,0.5815301597681519,0.0941779665553023,0.9875094016109915,-5.638854088163043,0.3467225666343974,0.5132251142953638,1.0,1.0,0.0,0,0,0.523691,1
LOLTMNT05_175193,2026-02-08 18:36:43+00:00,LEC,2026,Versus,0,1,16.03,Movistar KOI,Natus Vincere,1593.500832465844,1547.984241813732,45.51659065211197,2071.760024591927,-40.652721743050506,29.4937208257129,65.67533246817425,101.48516486261474,71.58145684710803,0.5,0.7,-0.19999999999999996,1.0,0.6021008403361344,0.019349798743026624,-2644.0,-416.28000000000003,-431.59999999999997,-307.6,107.2,-1086.8,-362.6,-0.6621032,-0.84984769016624,-0.6001423824992862,-0.8336005641334829,-0.5248250074665541,-509.10373228516835,-0.3341450609287983,-0.16434842935034988,-0.67393776685015,-12.468229092859453,173.5443102457191,-1.812353167218601,-0.4860181198420907,0.0,1.0,-1.0,1,0,0.566751,1
LOLTMNT05_175206,2026-02-08 19:34:09+00:00,LEC,2026,Versus,0,1,16.03,Team Heretics,Karmine Corp,1509.8818771430792,1643.5437523866306,-133.66187524355132,-17865.496893622676,-151.43496930003994,-164.32585592173132,6.093862706937671,-185.1776311241049,-173.46478257881836,0.5,0.8,-0.30000000000000004,0.4545454545454546,0.44338235294117645,-0.010513083910034601,-3157.7999999999997,-129.99999999999997,-383.59999999999997,-691.5999999999999,-66.19999999999999,411.6,79.8,-0.07402639999999996,0.08556914092531828,0.005717966851180867,0.1269125695625168,-0.13846847376041216,-154.22075655403705,-0.3594416580869073,-0.4370613030404619,-0.016171592563613224,-6.917633531428088,266.390488594599,-0.8647770558171435,-0.187167819748834,1.0,0.0,1.0,0,0,0.270833,1
LOLTMNT05_175214,2026-02-08 20:26:52+00:00,LEC,2026,Versus,0,1,16.03,G2 Esports,Fnatic,1677.01438910627,1566.9615973747855,110.0527917314846,12111.616967893526,189.19639316626876,74.92424026376557,81.69258903090872,99.78496312378115,104.66577307269768,0.5,0.5,0.0,0.6944444444444444,0.5731341548477099,0.011514006518655117,1574.6000000000001,345.68,232.00000000000003,423.4,613.4,121.0,338.6,0.10686900000000002,0.08998931452165446,0.07743423031782815,0.025999678136413573,0.07786717280263505,296.970935054632,-0.21467331058614766,0.1358689515932677,0.15366607940425714,-3.32036518946655,10.492112465008631,-0.1050592295013133,-0.3129130812542657,1.0,1.0,0.0,0,0,0.626506,1
13114-13114_game_1,2026-02-09 06:09:38+00:00,LPL,2026,Split 1,1,1,16.02,Team WE,Top Esports,1403.140087246452,1520.529365180757,-117.38927793430503,-13780.242573937514,-213.6697164300076,-55.31736369264104,-219.15702451733023,-46.45090608884516,-52.35137894269997,0.4,0.5,-0.09999999999999998,0.2857142857142857,0.47728937728937737,-0.005381713829516023,40.60000000000002,-40.99250000000001,-204.0,182.2,529.6,,-530.65,,,-0.58542576985898,-0.7567439406496217,-0.488504338464535,98.52482407939127,0.24638135650270596,0.10556083223708168,0.4840182247558446,-7.146658743406169,333.07377036533194,0.42891875635007604,-0.6272976149994064,1.0,3.0,-2.0,0,0,,1
13114-13114_game_2,2026-02-09 07:24:14+00:00,LPL,2026,Split 1,1,2,16.02,Team WE,Top Esports,1412.6087183859036,1511.2619225381966,-98.65320415229303,-9732.454689514007,-193.30798155697698,-37.42041208901355,-198.68564182756518,-28.89748700864675,-34.95449827926177,0.5,0.5,0.0,0.3181818181818182,0.5227592592592594,0.003619699931412898,40.60000000000002,-40.99250000000001,-204.0,182.2,529.6,,-530.65,,,-0.23969434094199987,-0.027278293317677706,-0.033232444297789654,98.52482407939127,0.481187542179279,0.38261317519334204,0.6562539425838607,4.13686836165384,230.9366087283763,0.2915225368176686,-0.1303877378721996,0.0,0.0,0.0,1,1,,0
13114-13114_game_3,2026-02-09 08:22:46+00:00,LPL,2026,Split 1,1,3,16.02,Team WE,Top Esports,1407.334558633483,1516.7053733640892,-109.37081473060607,-11961.975114836558,-202.3729128666721,-49.04388516786571,-207.6412903578855,-40.82283042389554,-46.97315483671014,0.4,0.5,-0.09999999999999998,0.30434782608695654,0.4731562881562882,-0.005820940879091059,40.60000000000002,-40.99250000000001,-204.0,182.2,529.6,,-530.65,,,-0.35204272076753523,-0.2701742634870635,-0.3319833036358376,98.52482407939127,0.6368312795254953,-0.040891369992045457,0.15065716718131772,-1.9216333320970824,151.53973866209708,-0.38721363160024724,-0.39999200913792454,0.0,0.0,0.0,1,0,,0
13114-13114_game_4,2026-02-09 09:14:40+00:00,LPL,2026,Split 1,1,4,16.02,Team WE,Top Esports,1402.2618134925,1521.9569305313755,-119.69511703887542,-14326.921042950085,-211.09694863307323,-60.22528907363062,-216.25937406446928,-52.313510815112295,-58.58046260809192,0.4,0.6,-0.19999999999999996,0.2916666666666667,0.4333876117496807,-0.010616127970408864,40.60000000000002,-40.99250000000001,-204.0,182.2,529.6,,-530.65,,,-0.4604064524579785,-0.4305223695735222,-0.5411089051724711,98.52482407939127,0.7457818956678468,-0.33734455162181665,-0.21198116822784735,-6.31083459238827,104.16800727807049,-1.2059319126297126,-0.597435591651317,0.0,0.0,0.0,0,-1,,1
13114-13114_game_5,2026-02-09 10:14:02+00:00,LPL,2026,Split 1,1,5,16.02,Team WE,Top Esports,1411.7801321669647,1512.6246772236304,-100.84454505666577,-10169.622267685892,-190.6979707641956,-42.186968553798806,-195.7578235214978,-34.58879358533818,-40.99116885849776,0.4,0.6,-0.19999999999999996,0.32,0.4715151515151515,-0.005624885215794307,40.60000000000002,-40.99250000000001,-204.0,182.2,529.6,,-530.65,,,0.031115926423449933,0.24703286623549692,-0.07877623362072972,98.52482407939127,0.8307679195948776,-0.5448617787626565,-0.46582800301426275,-0.26118717780871237,70.1531772317685,-0.5441523388407987,-0.42692550678330643,0.0,0.0,0.0,1,0,,0
13115-13115_game_1,2026-02-09 11:24:39+00:00,LPL,2026,Split 1,1,1,16.02,Ninjas in Pyjamas,Invictus Gaming,1460.194275117115,1501.663634332357,-41.46935921524209,-1719.7077537227842,15.005756643132145,-234.89452037819592,-106.91593008711948,46.542207078580304,72.91569066739339,0.7,0.2,0.49999999999999994,0.625,0.5114143920595533,0.007594406713913633,-1452.0,-295.33000000000004,-27.80000000000001,-191.2,-292.05,-860.6,-105.0,,,0.534556493223668,0.6931557808982217,0.8338759311280504,-205.00014763685567,0.6253770323944503,-0.2692125996109028,0.0836851966768919,16.684048111564206,-363.4000449099551,0.4727568471103969,0.4071940048923268,1.0,3.0,-2.0,0,0,,0
13115-13115_game_2,2026-02-09 12:29:15+00:00,LPL,2026,Split 1,1,2,16.02,Invictus Gaming,Ninjas in Pyjamas,1508.0498386965746,1453.8194675611733,54.230371135401356,2940.9331534833727,-1.1475289760196574,243.85313112820768,118.3478717294604,-32.037090789531476,-57.864527415110615,0.3,0.7,-0.39999999999999997,0.4117647058823529,0.5409226190476191,0.0010887232497165556,1452.0,295.33000000000004,27.80000000000001,191.2,292.05,860.6,105.0,,,-0.42963556678747605,-0.18905263936030936,-0.2749925591622504,205.00014763685567,-0.12032273742134558,0.4971694123550167,-0.3673002303012091,-12.20034834444848,257.8072243395309,-0.6134886077225077,0.032405381830140856,0.0,0.0,0.0,0,1,,0
13115-13115_game_3,2026-02-09 13:26:36+00:00,LPL,2026,Split 1,1,3,16.02,Invictus Gaming,Ninjas in Pyjamas,1499.7841536420735,1462.099866891401,37.68428675067253,1420.105467906913,-16.633241477388083,223.63059497671634,100.51012261707388,-46.89681883116691,-72.18922353187145,0.2,0.7,-0.49999999999999994,0.3888888888888889,0.4915151515151514,-0.005458218549127641,1452.0,295.33000000000004,27.80000000000001,191.2,292.05,860.6,105.0,,,-0.5290192153049074,-0.5089033571431267,-0.5012153840409601,205.00014763685567,-0.4016671014497116,0.6567391812758965,-0.574551346465616,-14.20186161993548,179.9767038505379,-0.42944202540575516,-0.28603682534628616,0.0,0.0,0.0,0,0,,0
13115-13115_game_4,2026-02-09 14:22:57+00:00,LPL,2026,Split 1,1,4,16.02,Invictus Gaming,Ninjas in Pyjamas,1491.841686932356,1470.0517821290634,21.78990480329253,474.79995133655086,-31.464678426003275,204.05850493667776,83.33644660946061,-61.10592943855613,-85.87481966511632,0.2,0.8,-0.6000000000000001,0.3684210526315789,0.4522058823529411,-0.009856185121107268,1452.0,295.33000000000004,27.80000000000001,191.2,292.05,860.6,105.0,,,-0.6238681268532096,-0.7173872387730273,-0.6595713614560569,205.00014763685567,0.027553621612586787,0.7771586121478973,-0.710906535153316,-14.245950245483456,123.18438246198593,0.016831767470741,-0.81766696299717,0.0,0.0,0.0,1,-1,,0
13116-13116_game_1,2026-02-10 06:09:39+00:00,LPL,2026,Split 1,1,1,16.02,ThunderTalk Gaming,LNG Esports,1271.7430065963176,1562.8292407642396,-291.08623416792193,-84731.19572206229,-302.62751298783974,-279.9109619339349,-284.5408984454284,-285.9873945012207,-302.36440297118475,0.1,0.9,-0.8,0.6363636363636364,0.4578947368421053,-0.008864265927977838,-240.79999999999998,-80.64,-26.0,240.2,-392.0,-271.79999999999995,46.400000000000006,,,-0.3781000039754685,-0.42454879149577546,-0.8763117089178176,-13.117868089863315,-0.6992914393452623,-0.11601892661852814,-0.8460565916391356,-17.727671893737377,36.062099245997615,-1.8202830903188296,-0.6386748406646789,4.0,6.0,-2.0,0,0,,0
13116-13116_game_2,2026-02-10 06:57:56+00:00,LPL,2026,Split 1,1,2,16.02,ThunderTalk Gaming,LNG Esports,1269.4330578212457,1565.1449982615552,-295.7119404403095,-87445.55171897315,-307.05969179635144,-284.59171855420345,-289.20765637099134,-290.6606457670389,-307.03998971296164,0.1,0.9,-0.8,0.5833333333333333,0.38833333333333336,-0.015680555555555552,-240.79999999999998,-80.64,-26.0,240.2,-392.0,-271.79999999999995,46.400000000000006,,,-0.31225056928373474,-0.3718346163497002,-0.9134181962424723,-13.117868089863315,-0.7982246001690684,-0.38121324863296974,-0.9009602067747797,-17.218090918243547,30.074677787769588,-2.474198163223181,-0.7383517958378906,0.0,0.0,0.0,0,-1,,0
13116-13116_game_3,2026-02-10 08:04:22+00:00,LPL,2026,Split 1,1,3,16.02,LNG Esports,ThunderTalk Gaming,1567.4089842850278,1267.1747552111833,300.2342290738445,90140.59230756575,311.3947916888487,289.16823581989934,293.770155737109,295.22919204437017,311.6087700789949,0.9,0.0,0.9,0.46153846153846156,0.661904761904762,0.027664399092970537,240.79999999999998,80.64,26.0,-240.2,392.0,271.79999999999995,-46.400000000000006,,,0.450272881714067,0.3946126096776025,0.9481133299971154,13.117868089863315,0.8761984053731173,-0.033150725956921145,0.9481133299971154,17.583472532181254,-17.64252273413058,2.040659306883612,0.1994050718317537,0.0,0.0,0.0,0,2,,1
13117-13117_game_1,2026-02-10 09:32:27+00:00,LPL,2026,Split 1,1,1,16.02,Oh My God,EDward Gaming,1427.9235175380022,1500.3479090191988,-72.42439148119661,-5245.292481421624,-82.76332451329517,-167.5346894609288,-86.8313009323681,-58.06509112151298,33.07244862212315,0.6,0.8,-0.20000000000000007,0.5,0.4211764705882352,-0.01830103806228374,658.8000000000001,-114.03999999999999,-85.0,-763.5999999999999,555.4,-157.6,-119.4,,,0.03952226345174559,-0.09954540418421781,-0.2225605990638141,-101.71607226569549,0.05306857067144921,-0.12418628610910554,-0.38477844881385276,-5.713998028282459,-109.5006931927287,0.17762555828040183,-0.5650023385260737,7.0,5.0,2.0,0,0,,1
13117-13117_game_2,2026-02-10 10:37:42+00:00,LPL,2026,Split 1,1,2,16.02,Oh My God,EDward Gaming,1436.5684686202515,1491.673353227253,-55.10488460700162,-3036.548307550964,-65.20645020943971,-148.41967593523964,-69.18776496575424,-40.996808692447985,48.28627676787278,0.6,0.7,-0.09999999999999998,0.5555555555555556,0.4833333333333334,-0.00972222222222222,658.8000000000001,-114.03999999999999,-85.0,-763.5999999999999,555.4,-157.6,-119.4,,,0.08381706188013857,0.30538706920087116,0.15292817328271502,-101.71607226569549,-0.2628520005299857,0.2130695997236262,0.03937567845768797,0.38333382537735927,-86.66172557114805,0.4417790760510516,-0.40422222959563636,0.0,0.0,0.0,1,1,,1
13117-13117_game_3,2026-02-10 11:37:43+00:00,LPL,2026,Split 1,1,3,16.02,Oh My God,EDward Gaming,1444.8737461907272,1483.3444255653533,-38.470679374626116,-1479.9931715452833,-48.342957906084166,-129.9774561279396,-52.23926820954557,-24.621156486002747,62.82744185644128,0.7,0.6,0.09999999999999998,0.6,0.531704260651629,-6.5561774109407224e-06,658.8000000000001,-114.03999999999999,-85.0,-763.5999999999999,555.4,-157.6,-119.4,,,0.32643736361159154,0.6344800898973145,0.4244909065526702,-101.71607226569549,0.13344478488377975,-0.15085128019346172,-0.28115761770700337,3.5648338270952364,-58.20400077888098,0.34412772374527467,0.6519268097925941,0.0,0.0,0.0,0,2,,0
13117-13117_game_4,2026-02-10 12:34:34+00:00,LPL,2026,Split 1,1,4,16.02,EDward Gaming,Oh My God,1489.752661848469,1438.447659281057,51.305002567411975,2632.203288442149,60.95682784712858,141.00200682221293,64.77016113433137,37.719373918948804,-47.923356885561816,0.7,0.6,0.09999999999999998,0.45454545454545453,0.52,0.008562499999999997,-658.8000000000001,114.03999999999999,85.0,763.5999999999999,-555.4,157.6,119.4,,,-0.133035166151114,-0.11861133298637554,0.02029755066790051,101.71607226569549,0.21530924320873912,0.42303708139019275,0.5142515176496719,3.2185576556191884,38.946358463975685,0.402713556515232,-0.1476281742274309,0.0,0.0,0.0,1,-1,,0
13118-13118_game_1,2026-02-11 06:11:04+00:00,LPL,2026,Split 1,1,1,16.02,Oh My God,Invictus Gaming,1446.67947790689,1484.2133016489727,-37.53382374208263,-1408.7879247017258,33.664489941817465,-205.65496450305,-118.7406459285935,25.995047399273744,77.0669543801389,0.7,0.2,0.49999999999999994,0.8,0.46875,-0.0048828125,-2979.0,-594.6099999999999,-322.8,-914.2,-102.65,-1238.6,-394.79999999999995,,,0.6915880327377063,0.7303873867153186,0.5958626346080711,-617.8416246842036,-0.08586332140951186,-0.45239752021702884,0.0695704942691738,8.395513118873659,145.63445524050394,0.46147819685651115,0.26586563309078626,0.0,1.0,-1.0,0,0,,0
13118-13118_game_2,2026-02-11 07:20:17+00:00,LPL,2026,Split 1,1,2,16.02,Invictus Gaming,Oh My God,1490.6708815474246,1440.2361884355978,50.434693111826846,2543.6582692841544,-19.34425560858699,215.21149159373067,129.98870365760376,-11.8338793248206,-61.848594758791705,0.3,0.7,-0.39999999999999997,0.3333333333333333,0.5977941176470589,0.011176290369088817,2979.0,594.6099999999999,322.8,914.2,102.65,1238.6,394.79999999999995,,,-0.3279182603561234,-0.13334983831206715,-0.1083832515982649,617.8416246842036,0.36010432498665834,0.625398856779305,-0.35741993861580645,0.8277879283170562,-106.67067987239534,0.29440644745521194,0.4313352420912194,0.0,0.0,0.0,1,1,,1
13118-13118_game_3,2026-02-11 08:13:26+00:00,LPL,2026,Split 1,1,3,16.02,Invictus Gaming,Oh My God,1496.8721852593542,1434.0525490137425,62.81963624561172,3946.3066980309736,-5.584900697260082,224.35986030976187,140.76744516143572,1.7678627914008302,-47.2120863372802,0.3,0.6,-0.3,0.42857142857142855,0.6468253968253969,0.022275762156714545,2979.0,594.6099999999999,322.8,914.2,102.65,1238.6,394.79999999999995,,,-0.12432046011431369,0.22510715870851875,0.2328523165085994,617.8416246842036,0.5520730274906609,0.12905860711812867,0.05852663559632032,5.501539846605328,-73.83229901844788,1.1322462911008027,0.9106552620912383,0.0,0.0,0.0,1,2,,1
13119-13119_game_1,2026-02-11 09:17:05+00:00,LPL,2026,Split 1,1,1,16.02,LNG Esports,Team WE,1569.62326167419,1406.5538155329377,163.06944614125223,26591.64426481476,100.49034028141887,129.69860354217826,82.0669687325958,164.6976408611008,338.3936772889672,0.9,0.3,0.6000000000000001,0.8,0.48722222222222217,-0.002795524691358025,680.0,181.72,350.40000000000003,467.0,-478.8,413.20000000000005,156.8,,,0.12719001953298859,0.17675511026763885,0.6609931124012838,91.48381233998053,0.3405219326721529,-0.1104825476147635,0.8252108572375685,9.444733397829037,51.01837287967601,1.499944508862718,0.24956868051716874,1.0,1.0,0.0,0,0,,0
13119-13119_game_2,2026-02-11 10:16:45+00:00,LPL,2026,Split 1,1,2,16.02,Team WE,LNG Esports,1416.8310580353962,1559.3155113722496,-142.48445333685345,-20301.819442701966,-80.88785434870215,-109.60081191182371,-62.788126237604274,-144.04809396027554,-315.0973802258618,0.3,0.8,-0.5,0.33333333333333337,0.5553163211057948,0.006793363134125331,-680.0,-181.72,-350.40000000000003,-467.0,478.8,-413.20000000000005,-156.8,,,0.07178524772166388,0.36787073420771677,-0.15397458605351377,-91.48381233998053,-0.5558065381252766,0.3773377833303344,-0.2689270074389132,-0.3496955996587804,-37.85812680211029,-0.12379937832174814,-0.483418668989403,0.0,0.0,0.0,0,1,,1
13119-13119_game_3,2026-02-11 11:15:40+00:00,LPL,2026,Split 1,1,3,16.02,Team WE,LNG Esports,1426.7610131059707,1549.3577265813042,-122.59671347533344,-15029.954154953006,-62.022022600194305,-90.22456843441205,-44.25414638119378,-124.09764883838102,-292.3851811224863,0.4,0.7,-0.29999999999999993,0.4285714285714286,0.5905263157894737,0.01080401662049862,-680.0,-181.72,-350.40000000000003,-467.0,478.8,-413.20000000000005,-156.8,,,0.46458238142712616,0.7931094057718189,0.2096589750173099,-91.48381233998053,-0.07162339143292384,-0.035863551668765925,-0.4882489052072393,-3.0267721040765263,-31.419103003322107,-0.3692183795704542,-0.3296724756651974,0.0,0.0,0.0,1,2,,0
13119-13119_game_4,2026-02-11 12:10:08+00:00,LPL,2026,Split 1,1,4,16.02,LNG Esports,Team WE,1554.1531929582254,1421.9407734571291,132.2124195010963,17480.123870333868,72.69203015195262,100.37283757847354,55.261708006587696,133.65329583796915,299.082225930498,0.7,0.4,0.29999999999999993,0.625,0.45104395604395603,-0.005390064605723946,680.0,181.72,350.40000000000003,467.0,-478.8,413.20000000000005,156.8,,,-0.4334204063210057,-0.34740667552615734,0.1532387174878831,91.48381233998053,0.36757755925781643,0.32510448616813614,0.024333048390297818,15.55419647379296,24.00782899925116,1.4758940509540879,0.5220501403382534,0.0,0.0,0.0,0,-1,,0
LOLTMNT02_352362,2026-02-12 08:04:05+00:00,LCK,2026,Cup,0,1,16.03,DN SOOPers,BNK FEARX,1569.8391374542498,1607.483708090359,-37.644570636109165,-1417.1136983770125,-149.5534880864809,-125.01792674424519,-85.01417519206007,87.38932394448443,83.97341289775613,0.5,0.5,0.0,0.3448275862068966,0.4200934153565733,-0.012378377824882837,-867.4,-115.80000000000001,428.0,245.79999999999998,-662.0,-532.0,-58.79999999999998,0.39385370931870933,0.3811723936042613,0.2669053812432983,0.26768555546915873,0.11093114827302797,-114.22748548555771,-0.609845022456995,-0.3087424170122395,0.3258903044907718,1.030071880493016,148.0731574882716,1.3504445376019811,-0.3653464324476925,4.0,13.0,-9.0,0,0,0.3579362443822456,1
LOLTMNT02_351385,2026-02-12 08:55:20+00:00,LCK,2026,Cup,0,2,16.03,DN SOOPers,BNK FEARX,1577.7713725628241,1599.5071315891905,-21.735759026366395,-472.44322045226824,-131.44824807468785,-107.3545303583478,-68.1161136913222,100.78191501910806,97.45818197341623,0.6,0.4,0.19999999999999996,0.3666666666666667,0.4434138722427642,-0.007732970211947791,1502.8000000000002,91.63999999999999,532.0,353.6,-139.60000000000002,-456.8,169.0,0.45806418658736153,0.6715170351908164,0.3208670736145527,0.536110571681395,0.39509298904588924,136.74261296022505,-0.11817092309251165,-0.5335608771633372,0.536843805770925,11.974521132969123,107.4795504052122,1.5714729542035413,0.052978089914000215,0.0,0.0,0.0,0,1,0.3579362443822456,0
LOLTMNT02_351402,2026-02-12 09:56:42+00:00,LCK,2026,Cup,0,3,16.03,BNK FEARX,DN SOOPers,1606.2575699099914,1571.0037895308826,35.253780379108775,1242.8290310184348,142.79151033920448,119.14669708755673,80.6771086916633,-84.78365656585788,-81.56275765702344,0.5,0.6,-0.09999999999999998,0.6451612903225806,0.5741718426501036,0.010569088344419369,-121.19999999999999,259.84000000000003,-558.6,85.19999999999999,392.4,1304.6,75.6,-0.25353239135404987,-0.19331961685449503,-0.10958332679553016,-0.029994468722691098,0.032155500295262374,388.7913742742779,0.39144023879214296,0.06477202138695126,-0.06707007141226262,-1.0513559036676123,-74.89558217118065,-0.5000310679424786,-0.03708466293980017,0.0,0.0,0.0,0,0,0.6420637556177544,1
LOLTMNT02_352407,2026-02-12 10:48:56+00:00,LCK,2026,Cup,0,4,16.03,BNK FEARX,DN SOOPers,1612.7299285774186,1564.4933223026612,48.23660627475738,2326.7701849059627,153.65406963510804,130.44032667258216,92.7121916270437,-69.3789216473167,-66.24463491362917,0.6,0.6,0.0,0.65625,0.590378787878788,0.013269312442607895,-200.39999999999998,307.59999999999997,-556.6,492.0,-31.200000000000003,1563.8,70.0,-0.26373076464786954,0.07634753738810067,-0.11664257045757905,0.24652814594489736,0.3312294428340686,459.5469763081029,0.5914493524092698,-0.2721007702839038,0.2530509500114162,6.108227460999446,-55.749453310859735,-0.0500217475597351,0.28276132856952474,0.0,0.0,0.0,0,1,0.6420637556177544,0
LOLTMNT02_352429,2026-02-12 11:41:51+00:00,LCK,2026,Cup,0,5,16.03,DN SOOPers,BNK FEARX,1572.6297409919578,1604.537241819097,-31.9075008271393,-1018.0886090338952,-135.26241939695274,-112.46239013421473,-75.44844899525401,83.34914544182584,80.28660894889845,0.6,0.6,0.0,0.36363636363636365,0.43078614991146963,-0.009133744468229128,800.8,-160.32000000000002,918.1999999999999,-286.4,83.60000000000001,-1845.4,328.4,0.27392913794168916,0.3348854546420826,0.10847650005104535,0.16634095021493628,0.0681393900161521,-74.49169521474165,-0.7140145466864889,0.4991911318261176,0.1315849276193935,-3.2414504826199235,41.96345703303086,0.9611770011739686,-0.515374115253437,0.0,0.0,0.0,0,0,0.3579362443822456,0
LOLTMNT02_352782,2026-02-13 08:06:47+00:00,LCK,2026,Cup,0,1,16.03,Dplus Kia,Kiwoom DRX,1628.5497587281145,1496.859581703182,131.6901770249326,17342.302724858087,170.5781386790061,199.22919281774284,190.0436370609009,82.90946079615446,15.690455770858534,0.4,0.7,-0.29999999999999993,0.8076923076923077,0.7040272227772227,0.04199776968941398,3199.8,487.80000000000007,183.6,887.6,1859.8,-356.0,-136.0,-0.35387998626904826,-0.3867173834832645,-0.27118540883909426,-0.3109814494711211,-0.22095688820129256,353.7798059932927,0.05969224013968255,0.2962407787748377,0.13735935891108897,-2.805679117019414,-33.02719885657825,-1.81164160021186,-0.1989984494560717,5.0,4.0,1.0,0,0,0.6940126767558082,0
LOLTMNT02_352790,2026-02-13 09:03:09+00:00,LCK,2026,Cup,0,2,16.03,Dplus Kia,Kiwoom DRX,1618.7885822397695,1506.6546024247868,112.1339798149827,12574.029429146947,150.2917561198176,178.4473182551103,169.41888352396313,64.2001057900602,-1.6881646140379871,0.3,0.7,-0.39999999999999997,0.7777777777777778,0.6546799009458856,0.024679765419229296,229.80000000000018,372.4799999999999,276.8,722.1999999999999,1640.0,-639.4,-137.20000000000002,-0.6152348099739113,-0.766309776691612,-0.5482922096521706,-0.7102211232583321,-0.4633904143682897,387.0597165626917,0.34178456809777774,-0.10135204748499849,-0.21256904138962252,-9.43431375336252,-26.476467361148252,-2.194310898030457,-0.7741812851287895,0.0,0.0,0.0,0,-1,0.6940126767558082,1
LOLTMNT02_351807,2026-02-13 10:06:25+00:00,LCK,2026,Cup,0,3,16.03,Dplus Kia,Kiwoom DRX,1623.7793056673133,1501.6919243910504,122.08738127626293,14905.328666895597,159.5071660421454,187.15405955152437,178.2872114910581,75.02371459426104,10.464754702325763,0.4,0.6,-0.19999999999999996,0.7857142857142857,0.6776388888888889,0.03197579089506173,2554.9999999999995,548.2800000000001,598.0,515.0,1744.4,-143.0,27.0,-0.47658963367877444,-0.31080992667691654,-0.41517814954602644,-0.2504131351593697,-0.006932104803032968,898.415585445891,0.5479697902958292,0.23777415938788588,0.16864285628203396,-2.046475329630987,-8.496125038683658,-0.8924146654843956,0.07551428566461704,0.0,0.0,0.0,0,0,0.6940126767558082,0
LOLTMNT02_352851,2026-02-13 11:11:59+00:00,LCK,2026,Cup,0,4,16.03,Dplus Kia,Kiwoom DRX,1614.1871491136403,1511.3135219221615,102.87362719147882,10582.98317153137,139.58054799311458,166.73805731361267,158.02661691576054,56.64649785542292,-6.623584120515261,0.3,0.6,-0.3,0.7586206896551724,0.6365401773149452,0.01941002073643641,5644.8,683.7600000000001,392.2,715.1999999999999,1933.8,448.4,-70.8,-0.5648422259651543,-0.6607182949198402,-0.5082180304284759,-0.6047674875177332,-0.313573065989508,632.1462695178682,0.07485826057969563,-0.13355808842847988,0.42677059202480844,-3.302297471760769,-7.508273607380488,-1.2421314510938468,0.05285999996523194,0.0,0.0,0.0,1,-1,0.6940126767558082,1
LOLTMNT02_351868,2026-02-13 12:01:25+00:00,LCK,2026,Cup,0,5,16.03,Dplus Kia,Kiwoom DRX,1619.3472308118319,1506.1773845042926,113.16984630753927,12807.41411327206,149.1585659442385,175.81567775113535,167.26341266199483,67.79873696784966,5.812838212477345,0.4,0.6,-0.19999999999999996,0.7666666666666667,0.6576872800402211,0.025327522654135202,5022.4,513.88,127.4,726.8,1521.2,90.59999999999997,103.4,-0.3764337897383855,-0.2218158146166023,-0.3115381286176718,-0.1500563267313384,0.08921944643472929,444.0625797843569,0.36112137503317177,0.2152299307274489,0.5987394144173661,4.541288955961622,-4.933129597952984,0.3653903547438473,0.36316377785781695,0.0,0.0,0.0,0,0,0.6940126767558082,1
